root_reference,current_reference,added,replacement_added,executed,cancelled,deleted,replaced_out,remaining,balanced
103959,103959,1500,0,0,900,600,0,0,1
103963,103963,3000,0,0,0,3000,0,0,1
103967,103967,500,0,0,0,500,0,0,1
71988,71988,500,0,0,0,500,0,0,1
71992,71992,500,0,0,0,500,0,0,1
71996,71996,500,0,0,0,500,0,0,1
72000,72000,800,0,0,100,700,0,0,1
108609,108609,100,0,0,0,100,0,0,1
108613,108613,300,0,0,0,300,0,0,1
75690,75858,200,300,0,0,300,200,0,1
103971,103975,200,100,0,0,100,200,0,1
108617,108617,500,0,0,0,500,0,0,1
72004,72004,3000,0,0,0,3000,0,0,1
72008,72008,100,0,0,0,100,0,0,1
108625,108625,100,0,0,0,100,0,0,1
108629,108629,100,0,0,0,100,0,0,1
72012,72012,100,0,0,0,100,0,0,1
108633,108633,300,0,0,200,100,0,0,1
108637,108637,239,0,0,139,100,0,0,1
72016,72016,200,0,0,0,200,0,0,1
72020,72020,500,0,0,0,500,0,0,1
72024,72024,500,0,0,0,500,0,0,1
108641,108641,200,0,0,100,100,0,0,1
72028,72028,500,0,0,0,500,0,0,1
72032,72032,200,0,0,0,200,0,0,1
75698,75698,106,0,0,0,106,0,0,1
72036,72036,500,0,0,0,500,0,0,1
72040,72040,500,0,0,0,500,0,0,1
72044,72044,500,0,0,0,500,0,0,1
103979,103979,121,0,0,0,121,0,0,1
72048,72048,500,0,0,0,500,0,0,1
72052,72052,2000,0,0,1800,200,0,0,1
108657,108689,500,500,0,0,500,500,0,1
103983,103983,136,0,0,0,136,0,0,1
75702,75702,2000,0,0,0,2000,0,0,1
103987,103987,136,0,0,0,136,0,0,1
103991,103991,500,0,0,0,500,0,0,1
72056,72056,500,0,0,0,500,0,0,1
72060,72060,500,0,0,0,500,0,0,1
72064,72064,500,0,0,0,500,0,0,1
72068,72068,325,0,0,3,322,0,0,1
75706,75706,100,0,0,0,100,0,0,1
103999,103999,20,0,0,0,20,0,0,1
108665,108665,300,0,0,0,300,0,0,1
72076,72076,500,0,0,0,500,0,0,1
75710,75710,500,0,0,0,500,0,0,1
104007,104007,1000,0,0,500,500,0,0,1
72080,72080,938,0,0,0,938,0,0,1
108669,108669,4,0,0,0,4,0,0,1
72084,72084,1000,0,0,0,1000,0,0,1
72088,72088,561,0,0,0,561,0,0,1
108677,108937,500,500,0,0,500,500,0,1
104011,104011,600,0,0,0,600,0,0,1
108685,108685,500,0,0,0,500,0,0,1
75714,75714,500,0,0,0,500,0,0,1
72092,72108,700,700,0,0,700,700,0,1
75718,75718,800,0,0,0,800,0,0,1
108693,108693,500,0,0,0,500,0,0,1
104019,104019,100,0,0,0,100,0,0,1
72096,72096,500,0,0,0,500,0,0,1
104023,104023,300,0,0,0,300,0,0,1
72100,72100,388,0,0,55,333,0,0,1
72104,72104,234,0,0,0,234,0,0,1
108697,108697,100,0,0,0,100,0,0,1
72112,72112,700,0,0,0,700,0,0,1
72116,72116,1000,0,0,704,296,0,0,1
72120,72120,300,0,0,0,300,0,0,1
72124,72124,100,0,0,0,100,0,0,1
108709,108709,200,0,0,0,200,0,0,1
104027,104027,100,0,0,0,100,0,0,1
108713,108713,100,0,0,0,100,0,0,1
75726,75726,100,0,0,0,100,0,0,1
104039,104039,200,0,0,0,200,0,0,1
75730,75730,1000,0,0,0,1000,0,0,1
108721,108721,1000,0,0,0,1000,0,0,1
108725,108725,2000,0,0,0,2000,0,0,1
108729,108729,500,0,0,0,500,0,0,1
108733,108733,500,0,0,0,500,0,0,1
75738,75738,500,0,0,0,500,0,0,1
104043,104043,200,0,0,0,200,0,0,1
104051,104051,1058,0,0,0,1058,0,0,1
72132,72132,598,0,0,427,171,0,0,1
108737,108737,947,0,0,0,947,0,0,1
104055,104055,1500,0,0,0,1500,0,0,1
104059,104059,400,0,0,0,400,0,0,1
108741,108741,600,0,0,0,600,0,0,1
75742,75742,600,0,0,0,600,0,0,1
104063,104063,100,0,0,0,100,0,0,1
75746,75746,400,0,0,0,400,0,0,1
104067,104067,869,0,0,667,202,0,0,1
108749,108749,600,0,0,0,600,0,0,1
108753,108753,1000,0,0,0,1000,0,0,1
104071,104071,500,0,0,0,500,0,0,1
104075,104075,100,0,0,0,100,0,0,1
104079,104079,227,0,0,0,227,0,0,1
75750,75750,105,0,0,0,105,0,0,1
104083,104083,2100,0,0,1700,400,0,0,1
108757,108757,887,0,0,0,887,0,0,1
108761,108761,500,0,0,0,500,0,0,1
104091,104091,4500,0,0,0,4500,0,0,1
108765,108765,947,0,0,0,947,0,0,1
104095,104095,500,0,0,0,500,0,0,1
104099,104099,969,0,0,0,969,0,0,1
104103,104103,205,0,0,0,205,0,0,1
104107,104107,14500,0,0,0,14500,0,0,1
104111,104111,500,0,0,0,500,0,0,1
108769,108769,100,0,0,0,100,0,0,1
104115,104115,100,0,0,0,100,0,0,1
108777,108841,600,4000,0,0,4000,600,0,1
108785,108785,1500,0,0,0,1500,0,0,1
108789,108789,887,0,0,0,887,0,0,1
72148,72148,278,0,0,0,278,0,0,1
75762,75762,100,0,0,0,100,0,0,1
108797,108865,500,500,0,0,500,500,0,1
108801,108833,600,600,0,0,600,600,0,1
75766,75766,800,0,0,0,800,0,0,1
108809,108809,500,0,0,0,500,0,0,1
75770,75770,500,0,0,0,500,0,0,1
108813,108813,500,0,0,0,500,0,0,1
104119,104119,200,0,0,0,200,0,0,1
108817,108817,500,0,0,0,500,0,0,1
72152,72152,200,0,0,0,200,0,0,1
104123,104123,300,0,0,0,300,0,0,1
104127,104127,300,0,0,0,300,0,0,1
108821,108821,200,0,0,0,200,0,0,1
108825,108825,2500,0,0,2000,500,0,0,1
104131,104131,227,0,0,113,114,0,0,1
104135,104135,136,0,0,0,136,0,0,1
108829,108829,887,0,0,733,154,0,0,1
104143,104143,200,0,0,0,200,0,0,1
104147,104147,306,0,0,53,253,0,0,1
72156,72156,500,0,0,0,500,0,0,1
108845,108845,1500,0,0,0,1500,0,0,1
108861,108861,1047,0,0,547,500,0,0,1
72160,72160,348,0,0,194,154,0,0,1
75774,75774,106,0,0,0,106,0,0,1
72164,72164,212,0,0,0,212,0,0,1
72168,72168,800,0,0,511,289,0,0,1
108881,108881,947,0,0,824,123,0,0,1
108885,108885,547,0,0,0,547,0,0,1
75778,75778,106,0,0,0,106,0,0,1
72172,72172,234,0,0,0,234,0,0,1
104159,104159,1500,0,0,0,1500,0,0,1
104163,104163,1058,0,0,622,436,0,0,1
104167,105423,200,199,0,0,199,200,0,1
108893,108893,500,0,0,0,500,0,0,1
104171,104171,667,0,0,0,667,0,0,1
104175,104175,100,0,0,0,100,0,0,1
108897,108897,100,0,0,0,100,0,0,1
75782,75782,3700,0,0,3300,400,0,0,1
75786,75826,1500,1500,0,0,500,2500,0,1
75790,77570,500,500,0,0,500,500,0,1
108901,108901,700,0,0,0,700,0,0,1
75794,77546,3000,3000,0,0,3000,3000,0,1
75802,77566,500,500,0,0,500,500,0,1
108905,108905,100,0,0,0,100,0,0,1
108909,109349,500,500,0,0,500,500,0,1
75806,77338,500,500,0,0,500,500,0,1
72176,72176,500,0,0,0,500,0,0,1
72180,72180,500,0,0,0,500,0,0,1
75810,75810,1100,0,0,0,1100,0,0,1
72184,72184,100,0,0,0,100,0,0,1
72188,72188,500,0,0,0,500,0,0,1
75814,75814,500,0,0,0,500,0,0,1
75822,75822,500,0,0,0,500,0,0,1
75830,75830,500,0,0,0,500,0,0,1
72192,72192,800,0,0,0,800,0,0,1
72196,72196,600,0,0,0,600,0,0,1
72200,72200,600,0,0,0,600,0,0,1
104179,104179,15000,0,0,0,15000,0,0,1
104183,104183,1900,0,0,1600,300,0,0,1
104187,104187,9000,0,0,6000,3000,0,0,1
108913,108913,1300,0,0,0,1300,0,0,1
104191,104191,500,0,0,0,500,0,0,1
104195,104195,500,0,0,0,500,0,0,1
104199,104199,800,0,0,700,100,0,0,1
104203,104203,500,0,0,0,500,0,0,1
104207,104207,100,0,0,0,100,0,0,1
72204,72204,480,0,0,349,131,0,0,1
72208,72208,194,0,0,0,194,0,0,1
72212,72784,700,700,0,0,700,700,0,1
104211,104211,500,0,0,0,500,0,0,1
72216,72216,200,0,0,0,200,0,0,1
104215,104215,400,0,0,100,300,0,0,1
108917,108917,300,0,0,0,300,0,0,1
104219,104219,31,0,0,0,31,0,0,1
72220,72220,500,0,0,0,500,0,0,1
72224,72224,500,0,0,0,500,0,0,1
104223,104223,500,0,0,0,500,0,0,1
72228,72228,100,0,0,0,100,0,0,1
104227,104227,100,0,0,0,100,0,0,1
72232,72232,500,0,0,0,500,0,0,1
108921,108921,400,0,0,0,400,0,0,1
104231,104231,500,0,0,0,500,0,0,1
104235,104235,600,0,0,500,100,0,0,1
104239,104239,500,0,0,0,500,0,0,1
108925,108925,1300,0,0,0,1300,0,0,1
108929,108929,200,0,0,0,200,0,0,1
75842,75842,500,0,0,100,400,0,0,1
104243,104243,500,0,0,0,500,0,0,1
104247,104247,300,0,0,200,100,0,0,1
75846,75846,500,0,0,0,500,0,0,1
72236,72236,12,0,0,0,12,0,0,1
104251,104251,100,0,0,0,100,0,0,1
104255,104255,500,0,0,0,500,0,0,1
108933,108933,157,0,0,6,151,0,0,1
108941,108945,500,500,0,0,500,500,0,1
108949,108957,500,500,0,0,500,500,0,1
108953,109041,500,500,0,0,500,500,0,1
75850,75850,299,0,0,0,299,0,0,1
108961,108961,308,0,0,91,217,0,0,1
108965,108965,286,0,0,186,100,0,0,1
75854,75854,500,0,0,0,500,0,0,1
72240,72240,500,0,0,0,500,0,0,1
75862,75862,500,0,0,0,500,0,0,1
75866,75866,500,0,0,0,500,0,0,1
104275,104275,500,0,0,0,500,0,0,1
104279,104279,1000,0,0,0,1000,0,0,1
72244,72244,298,0,0,0,298,0,0,1
104283,104283,100,0,0,0,100,0,0,1
104287,104287,2000,0,0,0,2000,0,0,1
104291,104291,6000,0,0,0,6000,0,0,1
104295,104295,500,0,0,0,500,0,0,1
104299,104299,500,0,0,0,500,0,0,1
104307,104307,200,0,0,0,200,0,0,1
104311,104311,500,0,0,0,500,0,0,1
104315,104315,500,0,0,0,500,0,0,1
104327,104327,500,0,0,0,500,0,0,1
75870,75870,100,0,0,0,100,0,0,1
75874,75874,400,0,0,0,400,0,0,1
104331,104331,400,0,0,100,300,0,0,1
108969,108969,500,0,0,0,500,0,0,1
75878,75878,100,0,0,0,100,0,0,1
75882,75882,100,0,0,0,100,0,0,1
104335,104335,1061,0,0,961,100,0,0,1
104339,104339,557,0,0,407,150,0,0,1
75886,75886,500,0,0,0,500,0,0,1
104343,104343,500,0,0,0,500,0,0,1
75890,75890,500,0,0,0,500,0,0,1
108973,108973,100,0,0,0,100,0,0,1
104347,104347,500,0,0,0,500,0,0,1
104351,104351,500,0,0,0,500,0,0,1
72248,72248,400,0,0,0,400,0,0,1
75894,75894,600,0,0,0,600,0,0,1
72252,72252,400,0,0,0,400,0,0,1
72256,72256,500,0,0,0,500,0,0,1
104355,104355,500,0,0,0,500,0,0,1
104359,104359,3500,0,0,0,3500,0,0,1
75898,75898,500,0,0,0,500,0,0,1
108977,108977,100,0,0,0,100,0,0,1
75902,75902,100,0,0,0,100,0,0,1
104367,104367,856,0,0,724,132,0,0,1
104371,104371,327,0,0,1,326,0,0,1
104375,104375,1187,0,0,1061,126,0,0,1
104379,104379,100,0,0,0,100,0,0,1
72260,72260,2800,0,0,0,2800,0,0,1
108981,108981,100,0,0,0,100,0,0,1
108985,108985,20,0,0,0,20,0,0,1
108989,108989,20,0,0,0,20,0,0,1
75906,75906,100,0,0,0,100,0,0,1
108993,108993,300,0,0,0,300,0,0,1
75910,75910,500,0,0,0,500,0,0,1
104387,104387,800,0,0,0,800,0,0,1
104391,104391,1000,0,0,0,1000,0,0,1
108997,108997,500,0,0,300,200,0,0,1
109001,109001,200,0,0,0,200,0,0,1
109005,109005,100,0,0,0,100,0,0,1
75914,75914,100,0,0,0,100,0,0,1
75918,75918,500,0,0,0,500,0,0,1
75922,75922,500,0,0,0,500,0,0,1
75926,75926,100,0,0,0,100,0,0,1
75930,75930,500,0,0,0,500,0,0,1
75934,75934,500,0,0,0,500,0,0,1
75938,75938,100,0,0,0,100,0,0,1
104411,104411,300,0,0,0,300,0,0,1
75942,75942,500,0,0,0,500,0,0,1
104415,104415,1061,0,0,0,1061,0,0,1
75946,75946,500,0,0,0,500,0,0,1
104419,104419,500,0,0,0,500,0,0,1
72264,72264,1000,0,0,0,1000,0,0,1
104423,104423,127,0,0,0,127,0,0,1
75950,75950,100,0,0,0,100,0,0,1
104427,104427,500,0,0,0,500,0,0,1
104431,104431,1000,0,0,0,1000,0,0,1
75954,75954,100,0,0,0,100,0,0,1
75958,75958,500,0,0,0,500,0,0,1
104435,104435,1061,0,0,0,1061,0,0,1
104439,104439,724,0,0,586,138,0,0,1
109009,109009,100,0,0,0,100,0,0,1
109013,109013,100,0,0,0,100,0,0,1
72268,72268,200,0,0,0,200,0,0,1
75962,75962,100,0,0,0,100,0,0,1
104443,104443,100,0,0,0,100,0,0,1
104451,104819,500,1000,0,0,500,1000,0,1
104459,104459,100,0,0,0,100,0,0,1
104463,104595,500,500,0,0,500,500,0,1
109021,109021,100,0,0,0,100,0,0,1
109025,109025,100,0,0,0,100,0,0,1
104479,104479,500,0,0,0,500,0,0,1
104483,104483,2200,0,0,0,2200,0,0,1
104487,104487,100,0,0,0,100,0,0,1
104491,104491,200,0,0,100,100,0,0,1
104495,104495,303,0,0,179,124,0,0,1
72272,72272,500,0,0,300,200,0,0,1
104499,104499,500,0,0,0,500,0,0,1
72276,72276,10,0,0,0,10,0,0,1
104503,104503,500,0,0,0,500,0,0,1
104507,104679,500,500,0,0,500,500,0,1
104511,104523,500,500,0,0,500,500,0,1
104515,104515,300,0,0,0,300,0,0,1
104519,104519,100,0,0,0,100,0,0,1
104527,104527,100,0,0,0,100,0,0,1
104531,108647,500,500,0,0,500,500,0,1
109045,109045,100,0,0,0,100,0,0,1
72280,72280,500,0,0,0,500,0,0,1
104535,104535,100,0,0,0,100,0,0,1
104539,104675,500,500,0,0,500,500,0,1
109049,109049,500,0,0,0,500,0,0,1
104543,104543,300,0,0,200,100,0,0,1
104547,104547,100,0,0,0,100,0,0,1
104551,104551,100,0,0,0,100,0,0,1
104555,104555,800,0,0,700,100,0,0,1
75966,76266,600,600,0,0,600,600,0,1
72284,72284,400,0,0,0,400,0,0,1
109053,109053,100,0,0,0,100,0,0,1
109057,109057,200,0,0,0,200,0,0,1
109061,109061,500,0,0,0,500,0,0,1
104567,104567,200,0,0,100,100,0,0,1
109065,109065,200,0,0,0,200,0,0,1
109069,109069,1000,0,0,700,300,0,0,1
104571,104571,900,0,0,0,900,0,0,1
75970,75970,100,0,0,0,100,0,0,1
109073,109073,100,0,0,0,100,0,0,1
109077,109077,200,0,0,0,200,0,0,1
72288,72288,200,0,0,0,200,0,0,1
109081,109081,100,0,0,0,100,0,0,1
109085,109085,500,0,0,400,100,0,0,1
104575,104575,100,0,0,0,100,0,0,1
109089,109089,600,0,0,500,100,0,0,1
109093,109093,300,0,0,100,200,0,0,1
109097,109097,200,0,0,0,200,0,0,1
104591,104591,100,0,0,0,100,0,0,1
109101,109101,200,0,0,0,200,0,0,1
109105,109105,900,0,0,500,400,0,0,1
109109,109109,200,0,0,0,200,0,0,1
109113,109113,200,0,0,0,200,0,0,1
109117,109117,200,0,0,0,200,0,0,1
109121,109121,200,0,0,0,200,0,0,1
109125,109125,700,0,0,400,300,0,0,1
109129,109129,500,0,0,200,300,0,0,1
109133,109133,200,0,0,0,200,0,0,1
75974,75974,20,0,0,0,20,0,0,1
104603,104603,500,0,0,0,500,0,0,1
104611,105115,500,1000,0,0,500,1000,0,1
104615,104615,700,0,0,300,400,0,0,1
104619,104619,500,0,0,0,500,0,0,1
104623,104623,500,0,0,100,400,0,0,1
104627,104627,400,0,0,0,400,0,0,1
104631,104631,2500,0,0,2400,100,0,0,1
104635,104635,100,0,0,0,100,0,0,1
104639,104639,400,0,0,0,400,0,0,1
104643,104643,1000,0,0,500,500,0,0,1
104647,104647,1061,0,0,871,190,0,0,1
109137,111893,500,3000,0,0,3000,500,0,1
104651,104651,1785,0,0,0,1785,0,0,1
104655,104655,235,0,0,0,235,0,0,1
109141,109141,1500,0,0,0,1500,0,0,1
104659,104659,1782,0,0,0,1782,0,0,1
75978,75978,1600,0,0,0,1600,0,0,1
104663,104663,500,0,500,0,0,0,0,1
109145,109145,600,0,0,0,600,0,0,1
109149,110905,1000,1500,0,0,500,2000,0,1
109153,109153,119,0,0,16,103,0,0,1
109157,109157,500,0,0,0,500,0,0,1
109161,109161,500,0,0,0,500,0,0,1
104667,104667,1785,0,0,1146,639,0,0,1
109165,109165,100,0,0,0,100,0,0,1
104671,104671,400,0,0,0,400,0,0,1
72292,72292,2,0,0,0,2,0,0,1
72296,72296,486,0,0,0,486,0,0,1
75982,75982,1400,0,0,0,1400,0,0,1
75986,75986,1000,0,0,0,1000,0,0,1
75990,75990,100,0,0,0,100,0,0,1
72300,72300,938,0,0,0,938,0,0,1
72304,72304,486,0,0,0,486,0,0,1
109169,109169,1200,0,0,0,1200,0,0,1
75994,75994,200,0,0,0,200,0,0,1
104683,104683,500,0,0,0,500,0,0,1
104687,104687,400,0,0,0,400,0,0,1
104691,104691,100,0,0,0,100,0,0,1
109185,109185,100,0,0,0,100,0,0,1
104695,104695,100,0,0,0,100,0,0,1
104703,104703,1500,0,0,600,900,0,0,1
109193,109193,100,0,0,0,100,0,0,1
75998,75998,1600,0,0,400,1200,0,0,1
109197,109197,200,0,0,100,100,0,0,1
109201,109201,100,0,0,0,100,0,0,1
109209,109209,100,0,0,0,100,0,0,1
109213,109213,100,0,0,0,100,0,0,1
109217,109217,100,0,0,0,100,0,0,1
104707,104707,1100,0,0,0,1100,0,0,1
104711,104711,800,0,0,700,100,0,0,1
104715,104715,100,0,0,0,100,0,0,1
104719,104719,100,0,0,0,100,0,0,1
109221,109221,100,0,0,0,100,0,0,1
72308,72308,486,0,0,0,486,0,0,1
104723,104723,400,0,0,0,400,0,0,1
104727,104727,136,0,0,0,136,0,0,1
104735,104735,100,0,0,0,100,0,0,1
109225,109225,540,0,0,0,540,0,0,1
104739,104739,500,0,0,0,500,0,0,1
104743,104743,500,0,0,0,500,0,0,1
76002,76002,200,0,0,100,100,0,0,1
104747,104747,100,0,0,0,100,0,0,1
76006,76006,3300,0,0,2300,1000,0,0,1
76010,76010,1000,0,0,0,1000,0,0,1
76014,76014,1000,0,0,0,1000,0,0,1
72312,72312,500,0,0,0,500,0,0,1
104751,104751,100,0,0,0,100,0,0,1
104759,104759,100,0,0,0,100,0,0,1
104763,104763,100,0,0,0,100,0,0,1
104767,104767,1900,0,0,1700,200,0,0,1
104771,104771,347,0,0,0,347,0,0,1
76018,76018,100,0,0,0,100,0,0,1
76022,76022,500,0,0,0,500,0,0,1
109233,109233,100,0,0,0,100,0,0,1
104775,104775,347,0,0,0,347,0,0,1
104779,104779,1600,0,0,0,1600,0,0,1
109237,109237,100,0,0,0,100,0,0,1
104783,104783,100,0,0,0,100,0,0,1
104787,104787,347,0,0,0,347,0,0,1
104791,104791,500,0,0,0,500,0,0,1
104795,104795,347,0,0,0,347,0,0,1
72316,72316,400,0,0,0,400,0,0,1
104799,104799,500,0,0,0,500,0,0,1
76026,76154,500,200,0,0,200,500,0,1
104803,104803,100,0,0,0,100,0,0,1
109241,114401,500,900,0,0,200,1200,0,1
109249,109249,300,0,0,0,300,0,0,1
76030,76030,100,0,0,0,100,0,0,1
76034,76034,500,0,0,400,100,0,0,1
76038,76038,200,0,0,0,200,0,0,1
104807,104807,100,0,0,0,100,0,0,1
72320,72320,700,0,0,0,700,0,0,1
76042,77494,300,200,0,0,200,300,0,1
104823,104823,200,0,0,0,200,0,0,1
109257,109257,1000,0,0,500,500,0,0,1
104827,104827,1700,0,0,1600,100,0,0,1
104831,104831,347,0,0,85,262,0,0,1
109261,109261,100,0,0,0,100,0,0,1
72324,72324,2300,0,0,1900,400,0,0,1
72328,72328,200,0,0,100,100,0,0,1
109265,109265,400,0,0,300,100,0,0,1
72332,72332,561,0,0,179,382,0,0,1
109269,109269,179,0,0,70,109,0,0,1
104835,104835,595,0,0,458,137,0,0,1
104839,104839,2500,0,0,0,2500,0,0,1
72336,72336,700,0,0,0,700,0,0,1
109273,109273,500,0,0,0,500,0,0,1
72340,79104,500,1000,0,0,500,1000,0,1
104843,104843,300,0,0,100,200,0,0,1
72344,72344,500,0,0,0,500,0,0,1
76046,76046,100,0,0,0,100,0,0,1
104847,104847,100,0,0,0,100,0,0,1
76050,76050,500,0,0,0,500,0,0,1
76054,76054,100,0,0,0,100,0,0,1
76058,76058,500,0,0,0,500,0,0,1
76062,76062,400,0,0,0,400,0,0,1
76066,76066,100,0,0,0,100,0,0,1
109277,109277,200,0,0,100,100,0,0,1
104851,104851,300,0,0,0,300,0,0,1
76070,76070,100,0,0,0,100,0,0,1
104855,104855,300,0,0,0,300,0,0,1
72348,72348,100,0,0,0,100,0,0,1
104859,104859,400,0,0,0,400,0,0,1
72352,72352,100,0,0,0,100,0,0,1
76074,76074,100,0,0,0,100,0,0,1
104863,104863,11800,0,0,4500,7300,0,0,1
76078,76078,100,0,0,0,100,0,0,1
76082,76082,400,0,0,100,300,0,0,1
76086,76086,100,0,0,0,100,0,0,1
72372,72372,300,0,0,0,300,0,0,1
104867,104867,300,0,0,0,300,0,0,1
76090,76090,100,0,0,0,100,0,0,1
76094,76094,100,0,0,0,100,0,0,1
104871,104871,252,0,0,0,252,0,0,1
109285,109285,300,0,0,0,300,0,0,1
72376,72376,148,0,0,0,148,0,0,1
72380,72380,1000,0,0,900,100,0,0,1
109289,109289,1,0,0,0,1,0,0,1
109297,109297,100,0,0,0,100,0,0,1
104875,104875,100,0,0,0,100,0,0,1
104879,104879,100,0,0,0,100,0,0,1
72384,72384,428,0,0,0,428,0,0,1
109313,109313,1046,0,0,547,499,0,0,1
76098,76098,106,0,0,0,106,0,0,1
109317,109317,500,0,0,0,500,0,0,1
109321,109321,1000,0,0,0,1000,0,0,1
104887,104887,300,0,0,0,300,0,0,1
109325,109325,1200,0,0,1100,100,0,0,1
104891,104891,200,0,0,100,100,0,0,1
109329,109329,300,0,0,200,100,0,0,1
76102,76102,100,0,0,0,100,0,0,1
109333,109333,100,0,100,0,0,0,0,1
109337,109337,500,0,0,0,500,0,0,1
109341,109341,600,0,0,500,100,0,0,1
76106,76106,500,0,0,0,500,0,0,1
109345,109429,500,500,0,0,500,500,0,1
104895,104895,300,0,0,100,200,0,0,1
109353,109353,500,0,0,0,500,0,0,1
104899,104899,200,0,0,0,200,0,0,1
104903,104903,200,0,0,0,200,0,0,1
109357,109357,1000,0,0,0,1000,0,0,1
109361,109361,500,0,0,0,500,0,0,1
109365,109365,3000,0,0,0,3000,0,0,1
109369,109369,596,0,0,496,100,0,0,1
104911,104911,800,0,0,700,100,0,0,1
109373,109373,111,0,0,11,100,0,0,1
72388,72388,450,0,0,0,450,0,0,1
72392,72392,100,0,0,0,100,0,0,1
72396,76196,300,600,0,0,300,600,0,1
72400,72400,100,0,0,0,100,0,0,1
72404,72404,1000,0,0,0,1000,0,0,1
109377,109377,400,0,0,300,100,0,0,1
72408,72408,535,0,0,394,141,0,0,1
109381,109381,500,0,0,0,500,0,0,1
72412,72412,428,0,0,197,231,0,0,1
72420,72420,800,0,0,0,800,0,0,1
109385,109385,500,0,0,0,500,0,0,1
109389,109389,500,0,0,0,500,0,0,1
72424,72424,100,0,0,0,100,0,0,1
109405,109405,100,0,0,0,100,0,0,1
72428,72428,676,0,0,426,250,0,0,1
76118,76118,106,0,0,0,106,0,0,1
109413,109413,638,0,0,0,638,0,0,1
109417,109417,300,0,0,200,100,0,0,1
109421,109421,499,0,0,0,499,0,0,1
109425,109425,100,0,0,0,100,0,0,1
72432,72432,199,0,0,84,115,0,0,1
104923,106871,300,100,0,0,100,300,0,1
76122,76122,500,0,0,0,500,0,0,1
72436,72436,500,0,0,0,500,0,0,1
104927,104927,200,0,0,0,200,0,0,1
104931,104931,100,0,0,0,100,0,0,1
109433,109433,500,0,0,0,500,0,0,1
104935,104935,200,0,0,100,100,0,0,1
104943,104943,100,0,0,0,100,0,0,1
109449,109449,1046,0,0,0,1046,0,0,1
76126,76126,106,0,0,0,106,0,0,1
72440,72440,200,0,0,0,200,0,0,1
76130,76130,100,0,0,0,100,0,0,1
104947,104947,100,0,0,0,100,0,0,1
104951,104951,100,0,0,0,100,0,0,1
104955,104955,100,0,0,0,100,0,0,1
76134,76134,100,0,0,0,100,0,0,1
109457,109457,20,0,0,0,20,0,0,1
109461,109461,20,0,0,0,20,0,0,1
109465,109465,100,0,0,0,100,0,0,1
104963,104963,100,0,0,0,100,0,0,1
104967,104967,20,0,0,0,20,0,0,1
104975,104975,100,0,0,0,100,0,0,1
104983,104983,100,0,0,0,100,0,0,1
76150,76150,600,0,0,500,100,0,0,1
76158,76158,200,0,0,0,200,0,0,1
76166,76166,3000,0,169,0,2831,0,0,1
72444,72444,100,0,0,0,100,0,0,1
72448,72448,100,0,0,0,100,0,0,1
76170,76170,5000,0,0,0,5000,0,0,1
72452,72452,200,0,0,100,100,0,0,1
72456,72456,261,0,0,0,261,0,0,1
104987,104995,500,500,0,0,500,500,0,1
104991,104991,500,0,0,0,500,0,0,1
104999,104999,100,0,0,0,100,0,0,1
105003,105003,300,0,0,0,300,0,0,1
72460,72460,100,0,0,0,100,0,0,1
72464,72464,450,0,0,0,450,0,0,1
105007,105007,500,0,0,400,100,0,0,1
76178,76178,3,0,0,0,3,0,0,1
105011,105011,100,0,0,0,100,0,0,1
105015,105015,400,0,0,300,100,0,0,1
72468,72468,335,0,0,65,270,0,0,1
109485,109485,100,0,0,0,100,0,0,1
109489,109489,100,0,0,0,100,0,0,1
109501,109501,100,0,0,0,100,0,0,1
105019,105019,200,0,0,0,200,0,0,1
109505,109505,926,0,0,686,240,0,0,1
109509,109509,481,0,0,139,342,0,0,1
109513,109513,386,0,0,144,242,0,0,1
72472,72472,200,0,0,0,200,0,0,1
109517,109517,100,0,0,0,100,0,0,1
109521,109521,100,0,0,0,100,0,0,1
72476,72476,261,0,0,0,261,0,0,1
105023,105023,10,0,0,0,10,0,0,1
105027,105027,2000,0,0,0,2000,0,0,1
105031,105031,300,0,0,0,300,0,0,1
109525,109525,161,0,0,28,133,0,0,1
105035,105035,200,0,0,0,200,0,0,1
105039,105039,300,0,0,200,100,0,0,1
105043,105043,1000,0,0,0,1000,0,0,1
109529,109529,500,0,0,0,500,0,0,1
109533,109533,1386,0,0,1041,345,0,0,1
109537,109537,596,0,0,0,596,0,0,1
109541,109541,300,0,0,0,300,0,0,1
109561,109561,1420,0,0,685,735,0,0,1
76182,76182,106,0,0,0,106,0,0,1
76186,76186,300,0,0,0,300,0,0,1
76190,76190,600,0,0,0,600,0,0,1
76194,76194,500,0,0,0,500,0,0,1
76198,76198,700,0,0,200,500,0,0,1
76202,76238,299,117,0,0,117,299,0,1
72480,72480,700,0,0,0,700,0,0,1
109565,109565,100,0,0,0,100,0,0,1
109569,109569,200,0,0,0,200,0,0,1
109573,109573,200,0,0,0,200,0,0,1
76206,76206,5300,0,0,4600,700,0,0,1
76210,76210,1000,0,0,0,1000,0,0,1
76214,76214,1000,0,0,0,1000,0,0,1
76218,76218,3000,0,0,2000,1000,0,0,1
76222,76222,1000,0,0,0,1000,0,0,1
105051,105051,500,0,0,400,100,0,0,1
105055,105055,500,0,0,0,500,0,0,1
105059,105059,500,0,0,0,500,0,0,1
105063,105063,100,0,0,0,100,0,0,1
105067,105067,100,0,0,0,100,0,0,1
72484,72484,100,0,0,0,100,0,0,1
